# Enu Ex El Plx Ply Plz vtx_x vtx_y vtx_z mu_propagated_dist vtx_dist_to_detector E_mu_at_detector w
19422.2 15846.3 3576.89 11.7657 3576.87 4.14177 -4.06178 -83.3112 3.70769 2251.47 83.4926 3355.53 0.328852
22560.3 2281.67 20279.5 3.578 20279.5 25.5808 4.74606 -5874.47 -1.13777 2545.54 5874.47 0.105658 0.381168
4495.87 791.372 3705.44 -11.019 3705.41 -8.86997 -5.33189 -1573.05 13.4392 1682.42 1573.12 61.7602 0.0616375
33785.1 8570.59 25215.5 -26.2537 25215.4 22.0075 -2.42802 -2806.48 -21.7239 2877.17 2806.57 40.7497 0.556919
27271.2 24776.8 2495.35 12.5642 2495.31 -5.90455 -17.6871 -2686.33 -10.2379 1151.92 2686.41 0.105658 0.45697
206442 121239 85203.7 -15.423 85203.7 -17.6643 -8.9858 -8749.38 14.9374 2255.37 8749.4 0.105658 2.34945
10532.4 6339.36 4193.96 -13.8708 4193.93 -9.75213 2.58159 -1433.52 11.8881 1476.5 1433.57 24.338 0.172266
28476.8 20237 8240.68 -31.3787 8240.6 14.8871 6.22248 -4413.13 -22.2721 1503.16 4413.19 0.105658 0.475879
9756.75 1923.46 7834.23 13.486 7834.22 1.54124 -12.7245 -4158.34 -14.5179 571.329 4158.38 0.105658 0.158064
142335 80383.4 61952.7 -72.5686 61952.7 3.32411 12.1974 -1052.55 -5.94683 4797.72 1052.64 17211.6 1.79619
2781.85 2321.68 461.109 6.11409 460.935 -11.1139 -8.46627 -686.663 -3.6531 473.737 686.724 0.105658 0.0321791
75557.9 20022.3 55536.6 -1.77643 55536.6 34.4568 -8.48709 -7042.26 -23.0797 4312.32 7042.31 0.105658 1.10478
23966.2 5422.14 18545 2.40282 18545 9.6518 -2.41788 -802.469 17.1637 4718.02 802.656 11158 0.40412
8068.35 4786.11 3283.18 1.10346 3283.17 5.10117 10.6544 -793.549 13.1377 1762.29 793.729 1282.78 0.126974
17155.1 1746.81 15409.2 -12.5425 15409.2 -21.3418 4.71401 -3893.85 -6.7993 2727.33 3893.86 0.105658 0.290094
2990.54 1429.48 1561.99 2.99186 1561.95 -10.945 6.01262 -2543.51 30.8483 1199.68 2543.71 0.105658 0.0356065
23921.8 22051.9 1870.8 -7.11841 1870.77 7.46167 9.83319 -2713.17 5.34139 1300.5 2713.19 0.105658 0.403401
29716.9 1947.29 27770.5 12.1796 27770.5 17.2028 -4.57365 -360.112 10.448 3193.84 360.293 7508.32 0.495129
13563.8 11584.9 1979.85 12.1501 1979.81 2.56713 -13.8351 -2361.1 2.86472 1222.93 2361.15 0.105658 0.227023
1036.82 247.728 790.027 1.882 789.967 -9.57562 6.75286 -1346.19 27.9162 956.565 1346.49 0.105658 0.00722394
3245.65 2655.52 591.07 11.3337 590.803 -13.6818 -9.07155 -831.348 31.014 764.135 831.976 0.105658 0.0398727
8455.42 5786.04 2670.32 1.57412 2670.32 2.96414 -3.58843 -2818.13 12.7537 1692.49 2818.16 0.105658 0.134116
5281.15 67.5503 5214.53 1.03865 5214.53 -2.29878 9.6981 -249.778 0.16694 2169.77 249.966 4358.57 0.0757728
4301.98 3171.54 1131.38 -8.22539 1131.35 2.57949 19.7697 -3263.29 10.2013 1250.09 3263.37 0.105658 0.0581896
13646.6 2098.95 11548.6 24.0378 11548.5 20.962 -3.6456 -3884.03 4.81808 1443.45 3884.03 0.105658 0.228501
5399.75 2279.2 3121.49 11.51 3121.42 -17.4053 -3.41586 -1624.93 -4.67275 1782.29 1624.94 90.4131 0.0779263
2304.16 786.273 1518.83 1.88063 1518.76 14.2619 -6.35551 -569.372 -9.5137 1217.54 569.487 519.09 0.0245874
14285.7 12311.9 1974.76 -16.0742 1974.67 -10.8305 8.04549 -621.974 7.95302 929.176 622.077 182.142 0.239864
66149.1 42415.5 23734.6 -7.87382 23734.6 11.7957 5.2232 -5477.15 -12.0517 2980.35 5477.17 0.105658 0.992194
35291 2363.02 32928.9 10.3207 32928.9 -5.71556 1.58939 -373.047 13.3705 3729.18 373.29 26205.4 0.579296
10695.1 826.041 9869.95 19.6383 9869.92 -16.3358 8.17032 -668.773 -4.24962 2892.33 668.836 5122.01 0.175235
22369.5 14801.5 7568.95 23.0163 7568.88 21.5678 4.54856 -983.937 -10.8905 2317.68 984.008 3088.86 0.378031
16471.2 2214.52 14257.6 9.05722 14257.6 8.53286 -4.69412 -2978.97 -3.86066 3159.45 2978.98 111.167 0.278241
44238.8 15723.4 28516.3 22.0895 28516.3 -19.5164 -7.10716 -2265.98 7.97725 3292.71 2266.01 949.078 0.707329
11742.8 4963.2 6780.54 20.1351 6780.47 22.9317 -2.15184 -3562.05 -16.6322 324.216 3562.09 0.105658 0.194283
56686.5 8014.91 48672.5 25.5576 48672.5 -24.3525 6.25783 -5975.07 13.4646 4031.48 5975.09 0.105658 0.873482
35878.8 26279.3 9600.42 14.1801 9600.37 27.6542 -11.9262 -2105.81 -10.9776 2942.69 2105.87 803.419 0.587961
7529.02 2331.26 5198.7 -20.0141 5198.59 -27.597 7.96142 -3445 17.0926 1329.37 3445.05 0.105658 0.11702
20623.8 18792.4 1832.37 -16.7695 1832.23 -15.226 2.03172 -322.679 -14.582 1617.54 323.015 1244.2 0.349064
15529.3 1751.53 13778.8 6.77077 13778.8 0.993872 -7.20632 -2327.45 -18.3605 4262.98 2327.54 2121.76 0.2618
20232.8 5140.13 15093.6 -21.5512 15093.6 11.8413 4.12002 -4781.55 8.00363 3923.36 4781.56 0.105658 0.342509
18932.6 15543.9 3389.62 1.9043 3389.61 5.16164 -3.86398 -4465.69 -25.9618 2085.48 4465.76 0.105658 0.320549
6799.11 5928.93 871.119 15.0465 870.989 -0.0283846 -29.4407 -1158.89 -13.0677 885.814 1159.34 0.105658 0.103562
46778.5 22399.1 24380.2 -3.62637 24380.2 28.8443 9.09972 -842.606 3.85914 1429.79 842.664 497.299 0.742264
5919.65 1389.78 4530.8 -7.56586 4530.8 3.71153 3.08321 -3205.42 -16.675 1696.67 3205.47 0.105658 0.0874097
26568.9 9533.46 17036.4 -11.9061 17036.3 -24.9205 9.17595 -3383.83 21.1734 3395.06 3383.91 5.7334 0.445866
26781.8 12398.4 14384.3 17.404 14384.3 -11.8665 -11.6691 -5035.6 3.91592 3063.14 5035.62 0.105658 0.44924
20462 8260.5 12202.5 11.7092 12202.4 -34.5585 5.99094 -3473.11 19.4089 3493.62 3473.17 10.7657 0.346353
869.351 563.341 306.949 3.46022 306.928 0.947062 -13.9315 -299.994 11.1109 411.782 300.523 69.8971 0.00541957
23078.4 3939.01 19140.3 34.8489 19140.3 -8.94666 -19.2117 -5575.69 21.6718 2967.44 5575.76 0.105658 0.389662
8210.84 3508.42 4703.36 11.2795 4703.34 2.9864 -6.22629 -3786.17 -4.01845 2746.91 3786.18 0.105658 0.129602
1641.11 1149.3 492.746 -5.8905 492.633 8.80114 18.3965 -835.169 -4.95629 713.243 835.386 0.105658 0.0148499
3841.82 1697.2 2145.56 16.5138 2145.47 10.6237 -6.42131 -879.544 7.71605 1353.83 879.601 395.682 0.0501004
36622.9 2011.81 34612 12.0098 34612 0.526729 -3.40597 -4423.98 11.4462 803.293 4424 0.105658 0.598871
24413.5 21548 2866.41 1.82204 2866.38 11.4317 2.95829 -861.628 14.3587 1317.85 861.753 311.406 0.411363
11800.8 4627.71 7174 35.1319 7173.92 0.0943337 -9.81269 -3498.35 -15.9628 2541.22 3498.41 0.105658 0.195332
34133.1 3022.03 31112 -17.5697 31112 7.59006 6.03076 -3820.78 10.7989 3201 3820.8 0.105658 0.562115
